Number,Registration,Details,Product,MPG,Odometer,Distance,Unit,MPG with Platoon Operation
1192,YG14PFY,Peugeot Partner Van Small,Diesel,40.64,46272,5733,Miles,38.83
1194,YB63URT,Peugeot Bipper Van Small,Diesel,38.88,45737,2279,Miles,37.15
1195,YB63URU,Peugeot Bipper Van Small,Diesel,47.68,54546,8298,Miles,45.56
1196,YB63URV,Peugeot Bipper Van Small,Diesel,43.44,24229,2522,Miles,41.51
1201,YA16FXG,Peugeot Partner Van Small,Diesel,45.88,15262,4903,Miles,43.84
1202,YL16RZT,Peugeot Partner Van Small,Diesel,41.08,15500,4139,Miles,39.25
1203,YL16RZU,Peugeot Partner Van Small,Diesel,43.43,14360,4455,Miles,41.5
1204,YL16RZV,Peugeot Partner Van Small,Diesel,41.92,10981,3294,Miles,40.05
1206,YL16RZX,Peugeot Partner Van Small,Diesel,43.55,20878,6182,Miles,41.61
1207,YL16ZFV,Peugeot Partner Van Small,Diesel,43.86,13846,5462,Miles,41.91
1208,YL16ZFX,Peugeot Partner Van Small,Diesel,42.56,13448,3196,Miles,40.67
1209,YL16ZFW,Peugeot Partner Van Small,Diesel,39.73,11907,3446,Miles,37.96
1210,YL16ZFY,Peugeot Partner Van Small,Diesel,36.48,10915,2903,Miles,34.86
1211,YL16ZFZ,Peugeot Partner Van Small,Diesel,39.48,22551,6140,Miles,37.72
1212,YL16ZFT,Peugeot Partner Van Small,Diesel,44.24,89661,18800,Miles,42.27
1213,YL16ZGA,Peugeot Partner Van Small,Diesel,49.64,100376,33900,Miles,47.43
1214,YL16ZFS,Peugeot Partner Van Small,Diesel,38.97,12264,3184,Miles,37.24
1216,YF16MYG,Peugeot Partner Van Small,Diesel,42.66,21065,5699,Miles,40.76
1217,YF16MYD,Peugeot Partner Van Small,Diesel,41.97,13302,3816,Miles,40.1
1218,YF16MYB,Peugeot Partner Van Small,Diesel,50.29,19181,5651,Miles,48.05
1219,YF16MYA,Peugeot Partner Van Small,Diesel,45.32,23186,6195,Miles,43.3
1220,YF16MYH,Peugeot Partner Van Small,Diesel,48.3,27472,9402,Miles,46.15
1221,YF16ZYG,Peugeot Partner Van Small,Diesel,37.24,20968,6134,Miles,35.58
1222,YF16ZYK,Peugeot Partner Van Small,Diesel,41.07,24365,7147,Miles,39.24
1223,YF16ZYH,Peugeot Partner Van Small,Diesel,33.77,21883,4236,Miles,32.27
1224,YF16ZYJ,Peugeot Partner Van Small,Diesel,49.19,25538,7266,Miles,47
1225,YF16ZYO,Peugeot Partner Van Small,Diesel,47.25,27080,8864,Miles,45.15
1226,YA16FXB,Peugeot Partner Van Small,Diesel,41.52,20611,4422,Miles,39.67
1227,YA16FWY,Peugeot Partner Van Small,Diesel,46.96,21415,5901,Miles,44.87
1228,YA16FWZ,Peugeot Partner Van Small,Diesel,43.02,10550,2716,Miles,41.11
1229,YA16FXF,Peugeot Partner Van Small,Diesel,43.96,24236,7098,Miles,42
1230,YK16DED,Peugeot Partner Van Small,Diesel,46.48,18827,6346,Miles,44.41
1232,YK16DEM,Peugeot Partner Van Small,Diesel,46,96721,21302,Miles,43.95
1233,YK16DEF,Peugeot Partner Van Small,Diesel,44.79,14989,2929,Miles,42.8
1235,YK16DET,Peugeot Partner Van Small,Diesel,37.99,13572,2921,Miles,36.3
1236,YD16NBC,Peugeot Partner Van Small,Diesel,42.96,32602,8379,Miles,41.05
1301,YF61TNX,Volkswagen Tranporter 4 Motion Van Medium,Diesel,19.16,52580,2063,Miles,18.31
1302,YF61TNK,Volkswagen Tranporter 4 Motion Van Medium,Diesel,28.95,70493,5511,Miles,27.66
1305,YF61LWA,Peugeot Expert L2H1 90 Van Van Medium,Diesel,26.37,47832,5815,Miles,25.2
1306,YF61LWD,Peugeot Expert L2H1 90 Van Van Medium,Diesel,27.25,59225,2036,Miles,26.04
1307,YF61LWC,Peugeot Expert L2H1 90 Van Van Medium,Diesel,28.51,57878,3343,Miles,27.24
1308,YF61LWE,Peugeot Expert L2H1 90 Van Van Medium,Diesel,25.58,42183,3303,Miles,24.44
1310,YF61LWJ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,27.36,74771,1754,Miles,26.14
1311,YF61LWH,Peugeot Expert L2H1 90 Van Van Medium,Diesel,34.16,64385,8902,Miles,32.64
1312,YF61LWK,Peugeot Expert L2H1 90 Van Van Medium,Diesel,28.33,53796,1896,Miles,27.07
1313,YF61LWN,Peugeot Expert L2H1 90 Van Van Medium,Diesel,24.5,41436,2905,Miles,23.41
1314,YF61LWM,Peugeot Expert L2H1 90 Van Van Medium,Diesel,44.12,63988,5433,Miles,42.16
1316,YF61LWS,Peugeot Expert L2H1 90 Van Van Medium,Diesel,30.37,62296,5523,Miles,29.02
1318,YF61LWZ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,49.18,100090,5464,Miles,46.99
1320,YF61LWP,Peugeot Expert L2H1 90 Van Van Medium,Diesel,23.42,55499,2623,Miles,22.38
1322,YF61LWU,Peugeot Expert L2H1 90 Van Van Medium,Diesel,31.7,62705,5305,Miles,30.29
1323,YF61LWW,Peugeot Expert L2H1 90 Van Van Medium,Diesel,35.89,57510,9243,Miles,34.29
1324,YF61LWV,Peugeot Expert L2H1 90 Van Van Medium,Diesel,31.61,82248,7275,Miles,30.2
1326,YF61LWL,Peugeot Expert L2H1 90 Van Van Medium,Diesel,32.77,64184,6195,Miles,31.31
1327,YF61LXD,Peugeot Expert L2H1 90 Van Van Medium,Diesel,25.12,72389,1880,Miles,24
1328,YF61LXE,Peugeot Expert L2H1 90 Van Van Medium,Diesel,16.81,31689,1812,Miles,16.06
1329,YF61LXG,Peugeot Expert L2H1 90 Van Van Medium,Diesel,28.47,66334,6311,Miles,27.2
1330,YF61LXB,Peugeot Expert L2H1 90 Van Van Medium,Diesel,24.1,37528,1585,Miles,23.03
1331,YF61LXC,Peugeot Expert L2H1 90 Van Van Medium,Diesel,27.08,51815,2544,Miles,25.88
1332,YF61LXA,Peugeot Expert L2H1 90 Van Van Medium,Diesel,33.9,62387,4901,Miles,32.39
1333,YG62YWW,Ford Transit 280SWB van Van Medium,Diesel,30.98,49929,7820,Miles,29.6
1334,YG62YXO,Ford Transit 280SWB van Van Medium,Diesel,35.78,71003,12432,Miles,34.19
1337,YG62YYL,Ford Transit 280SWB van Van Medium,Diesel,27.42,52108,7555,Miles,26.2
1338,YB62URY,Ford Transit 280SWB van Van Medium,Diesel,29.3,97963,10107,Miles,28
1339,YJ13ZBL,Ford Transit 280SWB van Van Medium,Diesel,27.05,47207,8814,Miles,25.85
1340,YD13GPX,Ford Transit 280SWB van Van Medium,Diesel,25.82,53029,6512,Miles,24.67
1341,YG13OAJ,Ford Transit 280SWB van Van Medium,Diesel,22.59,38002,4555,Miles,21.58
1342,YD13BXE,Ford Transit 280SWB van Van Medium,Diesel,22.34,52163,4704,Miles,21.35
1343,YJ13ZKW,Ford Transit 280SWB van Van Medium,Diesel,27.67,55993,6172,Miles,26.44
1344,YG13FHR,Ford Transit 280SWB van Van Medium,Diesel,28.14,46453,4455,Miles,26.89
1345,YJ13ZMX,Ford Transit 280SWB van Van Medium,Diesel,23.87,49626,3523,Miles,22.81
1346,YJ13ZHX,Ford Transit 280SWB van Van Medium,Diesel,21.76,47002,3439,Miles,20.79
1347,YG13OEW,Ford Transit 280SWB van Van Medium,Diesel,21.85,39587,2130,Miles,20.88
1348,YG13OAY,Ford Transit 280SWB van Van Medium,Diesel,30,62523,6136,Miles,28.67
1350,YD13GPZ,Ford Transit 280SWB van Van Medium,Diesel,25.26,45483,5515,Miles,24.14
1351,YC13DXJ,Ford Transit 280SWB van Van Medium,Diesel,26.51,31981,4915,Miles,25.33
1352,YC13HVZ,Ford Transit 280SWB van Van Medium,Diesel,30.51,53458,7131,Miles,29.15
1353,YC13DVJ,Ford Transit 280SWB van Van Medium,Diesel,22.95,42904,2105,Miles,21.93
1355,YC13DNJ,Ford Transit 280SWB van Van Medium,Diesel,24.99,42923,3317,Miles,23.88
1358,YC13DYP,Ford Transit 280SWB van Van Medium,Diesel,22.48,52066,3399,Miles,21.48
1359,YL66UWA,Volkswagen Tranporter 4 Motion Van Medium,Diesel,31.82,24567,9803,Miles,30.4
1435,YB07UGO,Ford Transit 280SWB van Van Medium,Diesel,28.17,97007,8385,Miles,26.92
1453,YG57SOE,Ford Transit 280SWB van Van Medium,Diesel,24.51,73630,4108,Miles,23.42
1454,YH57DSY,Ford Transit 280SWB van Van Medium,Diesel,21.23,101829,6884,Miles,20.29
1477,YB13LSL,Ford Transit T300 Van Van Medium,Diesel,27.06,34807,5770,Miles,25.86
1478,YB13LUA,Ford Transit 300 Van Van Medium,Diesel,23.02,51118,2473,Miles,22
1479,YB13LSV,Ford Transit 300 Van Van Medium,Diesel,26.39,74514,5275,Miles,25.22
1480,YB13LTT,Ford Transit 300 Van Van Medium,Diesel,23.83,46571,4077,Miles,22.77
1481,YB13VBP,Ford Transit 300 CCab Van Van Medium,Diesel,26.25,54032,7288,Miles,25.08
1482,YL63CEF,Peugeot Expert L2H1 90 Van Van Medium,Diesel,36.75,56458,6117,Miles,35.11
1483,YL63CCE,Peugeot Expert L2H1 90 Van Van Medium,Diesel,35.26,51652,9074,Miles,33.69
1484,YL63CCF,Peugeot Expert L2H1 90 Van Van Medium,Diesel,34.05,32823,4917,Miles,32.54
1486,YG14SBO,Peugeot Expert L1H1 90 Van Van Medium,Diesel,35.93,59968,8888,Miles,34.33
1501,YL63CCJ,Peugeot Expert L2H1 90 Van Van Medium,Diesel,33.29,37204,6444,Miles,31.81
1502,YL63CCK,Peugeot Expert L2H1 90 Van Van Medium,Diesel,27.07,33194,3308,Miles,25.87
1503,YL63CCN,Peugeot Expert L2H1 90 Van Van Medium,Diesel,33.49,50129,8561,Miles,32
1504,YF63HBX,Peugeot Expert L2H1 90 Van Van Medium,Diesel,29.84,56969,7202,Miles,28.51
1505,YL63CEA,Peugeot Expert L2H1 90 Van Van Medium,Diesel,36.64,45960,4043,Miles,35.01
1506,YL63CEN,Peugeot Expert L2H1 90 Van Van Medium,Diesel,30.78,51400,6283,Miles,29.41
1507,YL63CEO,Peugeot Expert L2H1 90 Van Van Medium,Diesel,31.07,56114,8553,Miles,29.69
1508,YL63CEU,Peugeot Expert L2H1 90 Van Van Medium,Diesel,29.47,43336,5899,Miles,28.16
1509,YL63CEV,Peugeot Expert L2H1 90 Van Van Medium,Diesel,30.49,70700,4850,Miles,29.13
1510,YL63CEX,Peugeot Expert L2H1 90 Van Van Medium,Diesel,32.15,30969,3533,Miles,30.72
1511,YL63CEY,Peugeot Expert L2H1 90 Van Van Medium,Diesel,28.98,43903,6533,Miles,27.69
1513,YL63CHK,Peugeot Expert L2H1 90 Van Van Medium,Diesel,35.98,39293,5951,Miles,34.38
1514,YL63CHN,Peugeot Expert L2H1 90 Van Van Medium,Diesel,28.4,48697,2237,Miles,27.14
1515,YL63CHO,Peugeot Expert L2H1 90 Van Van Medium,Diesel,40.38,32340,4450,Miles,38.58
1516,YL63CHV,Peugeot Expert L2H1 90 Van Van Medium,Diesel,30.87,29996,4187,Miles,29.5
1517,YL63CHX,Peugeot Expert L2H1 90 Van Van Medium,Diesel,32.53,64861,9740,Miles,31.08
1518,YL63CHY,Peugeot Expert L2H1 90 Van Van Medium,Diesel,31.92,44153,6097,Miles,30.5
1519,YA14WSF,Peugeot Expert L2H1 90 Van Van Medium,Diesel,29.49,81067,16912,Miles,28.18
1520,YF15ZHP,Ford Transit Custom 290L1 Van Medium,Diesel,25.58,27805,4210,Miles,24.44
1521,YB15DMU,Ford Transit Custom 290L1 Van Medium,Diesel,27.56,36927,7641,Miles,26.33
1522,YF15ZGC,Ford Transit Custom 290L1 Van Medium,Diesel,23.81,20552,4808,Miles,22.75
1523,YB15DNJ,Ford Transit Custom 290L1 Van Medium,Diesel,24.8,25120,4637,Miles,23.7
1524,YB15DKD,Ford Transit Custom 290L1 Van Medium,Diesel,23.37,33777,5327,Miles,22.33
1525,YB15DKF,Ford Transit Custom 290L1 Van Medium,Diesel,30.61,38446,8289,Miles,29.25
1526,YB15DKJ,Ford Transit Custom 290L1 Van Medium,Diesel,33.55,19378,8260,Miles,32.06
1527,YF15ZFZ,Ford Transit Custom 290L1 Van Medium,Diesel,28.26,36888,6390,Miles,27
1528,YB15DLF,Ford Transit Custom 290L1 Van Medium,Diesel,25.47,22273,4566,Miles,24.34
1529,YE15VNW,Ford Transit Custom 290L1 Van Medium,Diesel,27.35,39307,7895,Miles,26.13
1530,YB15DND,Ford Transit Custom 290L1 Van Medium,Diesel,28.42,17643,5053,Miles,27.16
1531,YB15DKV,Ford Transit Custom 290L1 Van Medium,Diesel,29.73,35335,7120,Miles,28.41
1532,YF15LLW,Ford Transit Custom 290L1 Van Medium,Diesel,25.66,23917,4245,Miles,24.52
1533,YF15LSE,Ford Transit Custom 290L1 Van Medium,Diesel,25.54,30831,3957,Miles,24.4
1534,YB15DMY,Ford Transit Custom 290L1 Van Medium,Diesel,25.53,22480,3730,Miles,24.39
1535,YB15DKX,Ford Transit Custom 290L1 Van Medium,Diesel,23.92,18362,3096,Miles,22.86
1536,YB15DLK,Ford Transit Custom 290L1 Van Medium,Diesel,25.48,22063,5581,Miles,24.35
1537,YB15DNO,Ford Transit Custom 290L1 Van Medium,Diesel,25.59,31023,6258,Miles,24.45
1538,YB15DLY,Ford Transit Custom 290L1 Van Medium,Diesel,20.72,14292,2311,Miles,19.8
1540,YB15DLZ,Ford Transit Custom 290L1 Van Medium,Diesel,25.64,18881,3574,Miles,24.5
1541,YF15LLA,Ford Transit Custom 290L1 Van Medium,Diesel,33.17,39030,12951,Miles,31.69
1543,YF15LUD,Ford Transit Custom 290L1 Van Medium,Diesel,26.18,31240,5859,Miles,25.02
1544,YF15LJN,Ford Transit Custom 290L1 Van Medium,Diesel,23.91,31848,5522,Miles,22.85
1545,YF15LRJ,Ford Transit Custom 290L1 Van Medium,Diesel,28.46,28328,7361,Miles,27.19
1546,YF15LPE,Ford Transit Custom 290L1 Van Medium,Diesel,25.87,40970,8284,Miles,24.72
1547,YF15LWO,Ford Transit Custom 290L1 Van Medium,Diesel,26.9,27381,2603,Miles,25.7
1548,YF15LJY,Ford Transit Custom 290L1 Van Medium,Diesel,24.98,23841,4477,Miles,23.87
1549,YE15VFD,Ford Transit Custom 290L1 Van Medium,Diesel,24.06,38040,8001,Miles,22.99
1550,YF15LNU,Ford Transit Custom 290L1 Van Medium,Diesel,30.74,43236,9627,Miles,29.37
1551,YF15LKN,Ford Transit Custom 290L1 Van Medium,Diesel,27.73,33032,7227,Miles,26.5
1552,YF15LLK,Ford Transit Custom 290L1 Van Medium,Diesel,27.99,20118,4045,Miles,26.74
1553,YF15LWU,Ford Transit Custom 290L1 Van Medium,Diesel,22.11,31331,5452,Miles,21.13
1554,YF15LKJ,Ford Transit Custom 290L1 Van Medium,Diesel,32.74,98897,16572,Miles,31.28
1555,YF15LKE,Ford Transit Custom 290L1 Van Medium,Diesel,28.29,43838,9485,Miles,27.03
1556,YF15LLV,Ford Transit Custom 290L1 Van Medium,Diesel,29.54,26632,5164,Miles,28.23
1557,YB15ZZN,Ford Transit Custom 290L1 Van Medium,Diesel,28.43,34934,7760,Miles,27.17
1558,YA15AHL,Ford Transit Custom 290L1 Van Medium,Diesel,21.53,29439,5773,Miles,20.57
1559,YA15GPO,Ford Transit Custom 290L1 Van Medium,Diesel,27.37,27389,4547,Miles,26.15
1560,YA15GPK,Ford Transit Custom 290L1 Van Medium,Diesel,24.99,21156,4200,Miles,23.88
1561,YF15LNW,Ford Transit Custom 290L1 Van Medium,Diesel,26.42,34044,6936,Miles,25.24
1562,YJ16EGW,Ford Transit Custom 290L1 Van Medium,Diesel,25.76,12879,3745,Miles,24.61
1563,YJ16EGM,Ford Transit Custom 290L1 Van Medium,Diesel,29.85,29764,9873,Miles,28.52
1564,YJ16EJR,Ford Transit Custom 290L1 Van Medium,Diesel,26,9811,1828,Miles,24.84
1565,YJ16MTS,Ford Transit Custom 290L1 Van Medium,Diesel,27.23,13007,3007,Miles,26.02
1566,YJ16EJP,Ford Transit Custom 290L1 Van Medium,Diesel,25.78,15811,5050,Miles,24.63
1567,YJ16EGS,Ford Transit Custom 290L1 Van Medium,Diesel,24.87,22130,5637,Miles,23.76
1568,YJ16MTP,Ford Transit Custom 290L1 Van Medium,Diesel,21.26,13157,4554,Miles,20.31
1569,YJ16MTC,Ford Transit Custom 290L1 Van Medium,Diesel,29.48,29000,5405,Miles,28.17
1570,YJ16MSS,Ford Transit Custom 290L1 Van Medium,Diesel,28.4,17392,3874,Miles,27.14
1571,YJ16MSW,Ford Transit Custom 290L1 Van Medium,Diesel,28.73,26074,7382,Miles,27.45
1572,YJ16EEK,Ford Transit Custom 290L1 Van Medium,Diesel,25.29,14160,4363,Miles,24.16
1573,YJ16CBK,Ford Transit Custom 290L1 Van Medium,Diesel,24.26,16405,5397,Miles,23.18
1574,YJ16CBZ,Ford Transit Custom 290L1 Van Medium,Diesel,31.83,28656,7656,Miles,30.41
1575,YJ16MSZ,Ford Transit Custom 290L1 Van Medium,Diesel,23,10890,3495,Miles,21.98
1576,YJ16EGT,Ford Transit Custom 290L1 Van Medium,Diesel,27.37,15937,4334,Miles,26.15
1577,YJ16EJT,Ford Transit Custom 290L1 Van Medium,Diesel,26.22,14147,3638,Miles,25.05
1578,YJ16EJS,Ford Transit Custom 290L1 Van Medium,Diesel,26.99,16593,4482,Miles,25.79
1579,YJ16MTL,Ford Transit Custom 290L1 Van Medium,Diesel,26.9,13796,3966,Miles,25.7
1580,YJ16MTW,Ford Transit Custom 290L1 Van Medium,Diesel,28.84,20822,5329,Miles,27.56
1581,YJ16EGA,Ford Transit Custom 290L1 Van Medium,Diesel,28.41,19677,5019,Miles,27.15
1582,YJ16MSR,Ford Transit Custom 290L1 Van Medium,Diesel,27.69,25701,10248,Miles,26.46
1583,YJ16MUR,Ford Transit Custom 290L1 Van Medium,Diesel,30.25,18254,5651,Miles,28.9
1584,YJ16MSP,Ford Transit Custom 290L1 Van Medium,Diesel,32.69,26765,10000,Miles,31.24
1585,YJ16EJB,Ford Transit Custom 290L1 Van Medium,Diesel,25.26,16744,6585,Miles,24.14
1586,YJ16EHA,Ford Transit Custom 290L1 Van Medium,Diesel,28.22,30761,10740,Miles,26.96
1587,YJ16EED,Ford Transit Custom 290L1 Van Medium,Diesel,26.49,21708,3765,Miles,25.31
1588,YJ16MTR,Ford Transit Custom 290L1 Van Medium,Diesel,33.02,39806,13373,Miles,31.55
1590,YL16ZXD,Ford Transit Custom 290L1 Van Medium,Diesel,24.91,13391,3405,Miles,23.8
1591,YL16ZYA,Ford Transit Custom 290L1 Van Medium,Diesel,28.33,21411,6306,Miles,27.07
1592,YL16ZXB,Ford Transit Custom 290L1 Van Medium,Diesel,29.28,27267,7931,Miles,27.98
1593,YL16XVT,Ford Transit Custom 290L1 Van Medium,Diesel,26.02,17430,3256,Miles,24.86
1594,YL16ZXE,Ford Transit Custom 290L1 Van Medium,Diesel,28.77,25812,7985,Miles,27.49
1595,YD16MGT,Ford Transit Custom 290L1 Van Medium,Diesel,27.29,21685,7347,Miles,26.08
1596,YL16ZXW,Ford Transit Custom 290L1 Van Medium,Diesel,30.13,25747,8489,Miles,28.79
1597,YH66UPG,Ford Transit Custom 290L1 Van Medium,Diesel,30.54,23685,5516,Miles,29.18
1598,YH66UPF,Ford Transit Custom 290L1 Van Medium,Diesel,28.33,11886,4687,Miles,27.07
1600,YH66UPJ,Ford Transit Custom 290L1 Van Medium,Diesel,31.87,27102,9269,Miles,30.45
1602,YL66AWR,Ford Transit Custom 290L1 Van Medium,Diesel,28.41,14940,6323,Miles,27.15
1725,YH10CAX,Ford Transit 330SWB van Van Medium,Diesel,30.23,82997,3917,Miles,28.89
1727,YH10YAU,Ford Transit 330SWB van Van Medium,Diesel,22.06,36577,2608,Miles,21.08
1728,YH10PNZ,Ford Transit 330SWB van Van Medium,Diesel,23.87,82374,5699,Miles,22.81
1730,YC10FCL,Ford Transit 330SWB van Van Medium,Diesel,25.43,81908,7805,Miles,24.3
1739,YF13HZJ,Ford Transit 100SWB van Van Medium,Diesel,24.63,33302,3957,Miles,23.53
1740,YB13VYK,Ford Transit 100SWB van Van Medium,Diesel,28.01,56983,6130,Miles,26.76
1741,YF13WXN,Ford Transit 100SWB van Van Medium,Diesel,26.9,46251,7700,Miles,25.7
1742,YF13WYO,Ford Transit 100SWB van Van Medium,Diesel,23.79,60925,9989,Miles,22.73
1749,YF13TKX,Ford Transit 100 T350 MWB Van Medium,Diesel,24.97,69765,8847,Miles,23.86
1750,YL63CMY,Peugeot Boxer 330 Van Van Medium,Diesel,26.56,60347,7061,Miles,25.38
1800,YG17FWW,Iveco Iveco Daily 35C12 Van Large,Diesel,22.92,19690,10273,Miles,21.9
1801,YH17VCG,Peugeot Boxer 335 Van Van Large,Diesel,25.33,20253,9845,Miles,24.2
1802,MW17UYJ,Vauxhall Movano Panel Van Van Large,Diesel,22.61,9458,3837,Miles,21.6
1803,MW17UYK,Vauxhall Movano Panel Van Van Large,Diesel,27.51,29807,16112,Miles,26.29
1865,YH07UUP,Ford Transit 350L HR van Van Large,Diesel,8.9,7225,151,Miles,8.5
1866,MK16YUY,Vauxhall Movano Panel Van Van Large,Diesel,25.64,20225,5401,Miles,24.5
1874,YL08KHP,Ford Transit 350L HR van Van Large,Diesel,22.14,63764,7253,Miles,21.15
1879,YH09VPC,Ford Transit 350L HR van Van Large,Diesel,22.27,64137,2876,Miles,21.28
1880,YH09VOY,Ford Transit 350L HR van Van Large,Diesel,26.56,118522,9715,Miles,25.38
1881,YH09OSE,Ford Transit 350EF van Van Large,Diesel,22.82,57153,6533,Miles,21.8
1882,YC09DWO,Ford Transit 350EF van Van Large,Diesel,21.31,78669,6220,Miles,20.36
1890,YF13WCP,Ford Transit 350L MR van Van Large,Diesel,26.13,72117,7267,Miles,24.97
1891,YL63CEJ,Peugeot Boxer 335 Van Van Large,Diesel,25.75,83926,9778,Miles,24.6
1893,YG14RZV,Peugeot Boxer 335 Van Van Large,Diesel,23.7,51199,6714,Miles,22.65
1894,YD14UWB,Peugeot Boxer 335 Van Van Large,Diesel,22.68,51176,6256,Miles,21.67
1895,YG14RZW,Peugeot Boxer Van Large,Diesel,23.61,75257,8411,Miles,22.56
1896,YG14RZX,Peugeot Boxer Van Large,Diesel,24.01,83209,11506,Miles,22.94
1937,YH05HXR,Ford Transit 350 DS WASH Flatback to 3.5t,Diesel,14.75,76599,4163,Miles,14.09
1948,YE07FBN,Ford Transit 350M Tip T/L Tipper to 3.5t,Diesel,20.39,133085,4555,Miles,19.48
1955,YB57ZKL,Ford Transit 350L tipper Tipper to 3.5t,Diesel,18.77,78981,3646,Miles,17.93
1960,YE12PHV,Peugeot Boxer Tipper to 3.5t,Diesel,25.85,40497,6219,Miles,24.7
1961,YC12UFR,Peugeot Boxer Tipper to 3.5t,Diesel,29.06,49452,14241,Miles,27.77
1962,YJ63UWY,Ford Transit 350M Dside Flatback to 3.5t,Diesel,23,34967,5532,Miles,21.98
1963,YJ63UUZ,Ford Transit 350M Dside Flatback to 3.5t,Diesel,15.51,46380,1588,Miles,14.82
1964,YJ14SJU,Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,22.83,51451,2099,Miles,21.81
1965,YJ65HWD,Peugeot Boxer 335 Tipper T/L Flatback to 3.5t,Diesel,23.83,31083,4103,Miles,22.77
1966,YB65WZP,Ford Transit 350M Dside Flatback to 3.5t,Diesel,22.76,32591,6475,Miles,21.75
1967,YB65NSZ,Ford Transit 350L tipper Tipper to 3.5t,Diesel,25.53,36327,8909,Miles,24.39
1968,YF65BZH,Ford Transit 350L tipper Tipper to 3.5t,Diesel,18.41,31317,6586,Miles,17.59
1969,YF65VVH,Ford Transit 350L tipper Tipper to 3.5t,Diesel,23.33,46800,13128,Miles,22.29
1970,YH17UAP,Ford Transit 350M DS T/L Flatback to 3.5t,Diesel,24.82,12286,4904,Miles,23.72
1971,YH17UBG,Ford Transit 350M Tip T/L Flatback to 3.5t,Diesel,26.99,26755,11850,Miles,25.79
1972,YH17TXC,Ford Transit 350L DS T/L Flatback to 3.5t,Diesel,21.4,5189,2132,Miles,20.45
1973,YB66XRY,Ford Transit 350L Dside Flatback to 3.5t,Diesel,21.7,14879,5064,Miles,20.73
1974,YB66XNC,Ford Transit 350L Dside Flatback to 3.5t,Diesel,25.89,17694,8529,Miles,24.74
1975,YB17CUV,Ford Transit 350M Dside T/L Flatback to 3.5t,Diesel,19.79,5986,2059,Miles,18.91
2211,YG08XBT,Ford Transit 350EF BoxVan Luton,Diesel,19.79,107352,3399,Miles,18.91
2217,YJ58OUA,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,12.16,19462,771,Miles,11.62
2218,YJ58OTZ,Iveco 35S12 LWB HR Meeting Mobile Meeting room,Diesel,11.78,18428,674,Miles,11.26
